Year	WYMon	Basin	ppt_mm	pet_mm	tmx_C	tmn_C	tav_C	snw_mm	mlt_mm	sbl_mm	pck_mm	exc_mm	aet_mm	rch_mm	cwd_mm	run_mm	str_mm	rch_acft	run_acft	Basin_area_m^2
2008	5	27	165.43	22.42	10.08	-2.19	3.95	76.72	74.52	6.9	302.95	143.01	22.42	42	0	98.82	196.35	2.5	5.8	72900
2008	6	27	23.27	48.48	12.43	-0.74	5.84	7.49	258.2	10.31	41.93	0	48.48	46.5	0	179	196.35	2.7	10.6	72900
2008	7	27	7.68	85.1	15.21	1.01	8.11	1.35	28.17	15.11	0	0	85.1	0	0	0	145.75	0	0	72900
2008	8	27	54.71	143.3	18.16	5.47	11.81	0	0	0	0	0	116.15	0	27.16	0	84.31	0	0	72900
2008	9	27	0.1	170.6	24.83	9.55	17.19	0	0	0	0	0	0.09	0	170.5	0	84.31	0	0	72900
2008	10	27	3.11	183.1	29.02	12.89	20.95	0	0	0	0	0	3.1	0	180	0	84.31	0	0	72900
2008	11	27	0.03	162.1	29.54	13.75	21.64	0	0	0	0	0	0.03	0	162.07	0	84.31	0	0	72900
2008	12	27	0.15	123.5	27.03	10.33	18.68	0	0	0	0	0	0.15	0	123.35	0	84.31	0	0	72900
2009	1	27	70.48	80.4	20.12	5.22	12.67	0	0	0	0	0	70.48	0	9.92	0	84.31	0	0	72900
2009	2	27	104.67	38.45	14.8	2.22	8.51	10.65	1.65	9	0	66.22	38.45	0	0	0	141.54	0	0	72900
2009	3	27	177.37	11.89	8.38	-2.91	2.74	100.7	57.2	5.52	37.98	165.48	0	46.5	0	32.56	196.35	2.7	1.9	72900
2009	4	27	165.07	20.06	11.53	-1.28	5.12	61.6	63.55	6.59	29.43	145.01	20.06	46.5	0	100.47	196.35	2.7	5.9	72900
2009	5	27	203.95	18.6	8.25	-2.12	3.06	110.53	57.9	6.4	75.66	185.35	0	42	0	109.32	196.35	2.5	6.5	72900
2009	6	27	169.45	40.8	11.34	-1.92	4.71	69.26	135.62	9.31	0	128.65	40.8	46.5	0	148.51	196.35	2.7	8.8	72900
2009	7	27	58.54	80.28	14.57	0.56	7.57	12.28	0	12.28	0	0	80.28	0	0	0	162.33	0	0	72900
2009	8	27	127.16	152.4	21.48	7.71	14.6	0	0	0	0	0	152.4	0	0	0	137.09	0	0	72900
2009	9	27	20.85	162	21.11	8.1	14.61	0	0	0	0	0	73.62	0	88.38	0	84.31	0	0	72900
2009	10	27	0	183.8	29.28	13.1	21.19	0	0	0	0	0	0	0	183.81	0	84.31	0	0	72900
2009	11	27	5.77	155.9	27.49	11.09	19.29	0	0	0	0	0	5.77	0	150.13	0	84.31	0	0	72900
2009	12	27	2.4	124.2	27.32	10.66	18.99	0	0	0	0	0	2.4	0	121.8	0	84.31	0	0	72900
2010	1	27	150.07	72.97	17.06	3.03	10.04	5.03	0	5.03	0	77.1	72.97	0	0	0	156.38	0	0	72900
2010	2	27	19.05	33.53	13.88	1	7.44	3.7	0	3.7	0	0	33.53	0	0	0	138.21	0	0	72900
2010	3	27	209.7	11.49	7.99	-2.72	2.63	121.79	55.11	5.47	61.21	198.21	0	46.5	0	38.38	196.35	2.7	2.3	72900
2010	4	27	253.85	16.52	8.92	-0.76	4.08	111.71	50.59	6.13	116.2	237.33	16.52	46.5	0	129.71	196.35	2.7	7.7	72900
2010	5	27	156.71	22.12	8.73	-0.87	3.93	71.34	74.24	6.86	106.44	134.59	22.12	42	0	95.49	196.35	2.5	5.6	72900
2010	6	27	130.35	40.85	11.27	-1.36	4.96	50.16	147.28	9.31	0	89.5	40.85	46.5	0	140.13	196.35	2.7	8.3	72900
2010	7	27	192.92	61.3	10.93	-0.39	5.27	66.29	54.3	11.99	0	131.62	61.3	45	0	74.62	196.35	2.7	4.4	72900
2010	8	27	102.35	110.89	14.18	1.91	8.04	13.26	0	13.26	0	0	110.89	0	0	0	174.55	0	0	72900
2010	9	27	0.57	163.9	22.82	9.18	16	0	0	0	0	0	90.81	0	73.09	0	84.31	0	0	72900
2010	10	27	0.07	179.1	28.01	13.03	20.52	0	0	0	0	0	0.06	0	179.03	0	84.31	0	0	72900
2010	11	27	0.73	150.1	26.39	11.49	18.94	0	0	0	0	0	0.72	0	149.38	0	84.31	0	0	72900
2010	12	27	0	118.2	25.58	9.86	17.72	0	0	0	0	0	0	0	118.2	0	84.31	0	0	72900
2011	1	27	246.42	76.3	16.99	6.02	11.5	0	0	0	0	170.12	76.3	46.5	0	11.58	196.35	2.7	0.7	72900
2011	2	27	170.85	24.46	10.61	-0.35	5.13	60.02	52.85	7.17	0	146.39	24.46	45	0	94.22	196.35	2.7	5.6	72900
2011	3	27	397.66	16	8.22	-0.01	4.11	169.6	85.85	6.06	77.68	381.66	16	46.5	0	251.41	196.35	2.7	14.9	72900
2011	4	27	84.65	21.36	11.61	-0.2	5.71	26.52	70.74	6.76	26.7	63.29	21.36	46.5	0	61.02	196.35	2.7	3.6	72900
2011	5	27	186.06	17.47	8.66	-2.92	2.87	103.15	54.21	6.25	69.38	168.59	0	42	0	95.12	196.35	2.5	5.6	72900
2011	6	27	351.2	36.9	9.24	-0.84	4.2	151.21	185.53	8.8	26.26	314.3	36.9	46.5	0	302.12	196.35	2.7	17.9	72900
2011	7	27	37.94	77.45	13.35	0.81	7.08	8.14	20.29	14.1	0	0	77.45	0	0	0	169	0	0	72900
2011	8	27	86.65	121.2	15.5	2.55	9.03	6.36	0	6.36	0	0	121.2	0	0	0	128.09	0	0	72900
2011	9	27	85.5	159.3	21.05	8.15	14.6	0	0	0	0	0	129.28	0	30.03	0	84.31	0	0	72900
2011	10	27	0.1	176	26.58	12.42	19.5	0	0	0	0	0	0.09	0	175.91	0	84.31	0	0	72900
2011	11	27	0.9	154.5	28.32	12.9	20.61	0	0	0	0	0	0.9	0	153.6	0	84.31	0	0	72900
2011	12	27	25.44	121.8	26.53	12.24	19.39	0	0	0	0	0	25.44	0	96.36	0	84.31	0	0	72900
2012	1	27	69.2	79.2	19.39	6.89	13.14	0	0	0	0	0	69.19	0	10.01	0	84.31	0	0	72900
2012	2	27	40.9	29.04	12.05	0.54	6.29	10.52	2.75	7.77	0	11.86	29.04	0	0	0	88.4	0	0	72900
2012	3	27	0	17.42	10.83	-1.16	4.83	0	0	0	0	0	4.09	0	13.34	0	84.31	0	0	72900
2012	4	27	172.94	23.67	12.32	0.47	6.4	44.22	37.15	7.07	0	149.27	23.67	30.17	0	0	196.35	1.8	0	72900
2012	5	27	37.66	25.5	10.62	-1.05	4.78	14.68	7.38	7.31	0	12.16	25.5	4.85	0	0	196.35	0.3	0	72900
2012	6	27	160.8	42.54	10.37	-0.37	5	57.94	48.41	9.54	0	118.26	42.54	46.5	0	62.23	196.35	2.7	3.7	72900
2012	7	27	139.53	90.23	14.4	2.09	8.25	15.98	0.2	15.78	0	49.3	90.23	33.52	0	0	196.35	2	0	72900
2012	8	27	3.8	145.2	20.43	6.27	13.35	0	0	0	0	0	115.84	0	29.36	0	84.31	0	0	72900
2012	9	27	12.91	167.3	24.18	9.93	17.05	0	0	0	0	0	12.91	0	154.4	0	84.31	0	0	72900
2012	10	27	0.8	179.9	27.99	13.63	20.81	0	0	0	0	0	0.79	0	179.11	0	84.31	0	0	72900
2012	11	27	1.02	160.9	30.56	15.82	23.19	0	0	0	0	0	1.02	0	159.88	0	84.31	0	0	72900
2012	12	27	0.06	123.7	27.56	13.01	20.29	0	0	0	0	0	0.06	0	123.64	0	84.31	0	0	72900
2013	1	27	29.2	79.8	20.06	6.91	13.48	0	0	0	0	0	29.2	0	50.6	0	84.31	0	0	72900
2013	2	27	131.3	38.38	13.24	2.81	8.03	8.69	0	8.69	0	92.92	38.38	0	0	0	168.54	0	0	72900
2013	3	27	343.74	9.46	6.28	-1.45	2.42	220.12	50.51	5.21	164.41	334.28	0	46.5	0	99.82	196.35	2.7	5.9	72900
2013	4	27	30.87	13.01	8.74	-2.74	3	16.78	37.2	5.67	138.32	17.86	0	46.5	0	4.79	196.35	2.7	0.3	72900
2013	5	27	19.78	20.51	9.49	-2.25	3.62	9.69	68.38	6.65	72.97	0	20.51	42	0	15.96	196.35	2.5	0.9	72900
2013	6	27	58.21	63.1	14.08	1.89	7.99	7.69	68.43	12.23	0	0	63.1	46.5	0	9.36	196.35	2.7	0.6	72900
2013	7	27	33.64	106.1	16.77	3.4	10.08	0.25	0	0.25	0	0	106.1	0	0	0	123.64	0	0	72900
2013	8	27	23.21	144.4	19.58	6.64	13.11	0	0	0	0	0	62.53	0	81.87	0	84.31	0	0	72900
2013	9	27	10.96	171.5	25.78	11.02	18.4	0	0	0	0	0	10.96	0	160.54	0	84.31	0	0	72900
2013	10	27	0.12	184.7	29.9	15	22.45	0	0	0	0	0	0.12	0	184.58	0	84.31	0	0	72900
2013	11	27	0	154.3	28.02	13.03	20.52	0	0	0	0	0	0	0	154.31	0	84.31	0	0	72900
2013	12	27	15.75	117.7	24.57	10.41	17.49	0	0	0	0	0	15.75	0	101.95	0	84.31	0	0	72900
2014	1	27	29.64	76.9	18.67	4.96	11.82	0	0	0	0	0	29.64	0	47.27	0	84.31	0	0	72900
2014	2	27	28.09	40.24	14.71	3.01	8.86	1.18	0	1.18	0	0	26.91	0	13.33	0	84.31	0	0	72900
2014	3	27	32.14	19.28	11.51	-0.58	5.46	10.85	4.36	6.49	0	12.86	19.28	0	0	0	90.68	0	0	72900
2014	4	27	45.26	33.18	14.83	3.15	8.99	1.36	0	1.36	0	12.08	33.18	0	0	0	101.41	0	0	72900
1976	1	28	86.27	38	11.26	-3.24	4.01	40.1	31.16	8.94	0	48.27	38	0	0	0	48.6	0	0	72900
1976	2	28	66.6	13.4	7.64	-6.23	0.7	46.72	29.13	5.72	11.87	53.2	0	14.84	0	0	82.77	0.9	0	72900
1976	3	28	22.59	11	7.69	-7.7	0	16.44	0	5.41	22.9	11.59	0	6.15	0	0	82.77	0.4	0	72900
1976	4	28	2.84	10.98	7.27	-7.74	-0.24	2.13	0	5.4	19.62	0	0	0.71	0	0	82.77	0	0	72900
1976	5	28	99.21	6.14	5.45	-9.26	-1.9	86.06	0	4.77	100.91	93.07	0	13.15	0	0	82.77	0.8	0	72900
1976	6	28	87.93	8.43	5.39	-9.21	-1.91	76.55	0	5.07	172.39	79.5	0	11.38	0	0	82.77	0.7	0	72900
1976	7	28	61.02	24.68	8.06	-7.55	0.26	43.19	0	7.2	208.39	36.34	0	17.82	0	0	82.77	1.1	0	72900
1976	8	28	8.57	114.12	15.7	-0.09	7.8	1.95	191.43	18.91	0	0	114.12	46.5	0	37.43	82.77	2.7	2.2	72900
1976	9	28	4.03	128.76	16.99	1.62	9.3	0.49	0	0.49	0	0	78.58	0	50.18	0	7.73	0	0	72900
1976	10	28	4.66	152.1	20.44	5.31	12.88	0	0	0	0	0	4.66	0	147.44	0	7.73	0	0	72900
1976	11	28	2.5	104.86	16.87	2.08	9.48	0.24	0	0.24	0	0	2.26	0	102.6	0	7.73	0	0	72900
1976	12	28	74.27	94.65	15.32	2.47	8.89	5.95	0	5.95	0	0	68.32	0	26.33	0	7.73	0	0	72900
1977	1	28	24.33	51.76	13.05	-1.6	5.73	8.47	0	8.47	0	0	15.86	0	35.9	0	7.73	0	0	72900
1977	2	28	39.74	30.44	11.1	-2.93	4.08	18.21	10.26	7.95	0	9.3	30.44	0	0	0	9.07	0	0	72900
1977	3	28	21.63	13.84	8.48	-6.88	0.8	14.62	8.84	5.78	0	7.79	0	0	0	0	24.92	0	0	72900
1977	4	28	61.8	1.34	4.01	-9.49	-2.74	59.47	0	4.14	55.32	60.46	0	0	0	0	27.25	0	0	72900
1977	5	28	34.57	16.22	8.03	-7.39	0.32	24.41	0	6.09	73.64	18.35	0	0	0	0	37.41	0	0	72900
1977	6	28	39.82	0	3.29	-10.79	-3.75	39.82	0	3.97	109.49	39.82	0	0	0	0	37.41	0	0	72900
1977	7	28	3.73	65.29	13.72	-4.28	4.72	1.61	98.59	12.51	0	0	65.29	0	0	0	72.82	0	0	72900
1977	8	28	82.37	31.25	7.69	-5.1	1.3	55.39	47.33	8.06	0	51.12	0	46.5	0	17.86	82.77	2.7	1.1	72900
1977	9	28	19.38	162.1	18.8	3.82	11.31	0	0	0	0	0	94.42	0	67.68	0	7.73	0	0	72900
1977	10	28	0.33	152.1	20.73	5.01	12.87	0	0	0	0	0	0.33	0	151.77	0	7.73	0	0	72900
1977	11	28	5.89	141.5	20.86	6.04	13.45	0	0	0	0	0	5.89	0	135.61	0	7.73	0	0	72900
1977	12	28	0.54	89.34	16.43	1.48	8.96	0.07	0	0.07	0	0	0.47	0	88.87	0	7.73	0	0	72900
1978	1	28	12.71	64.62	14.15	0.01	7.08	3.14	0	3.14	0	0	9.58	0	55.05	0	7.73	0	0	72900
1978	2	28	67.37	24.25	9.6	-3.63	2.98	36.31	29.17	7.14	0	43.12	0	0	0	0	67.96	0	0	72900
1978	3	28	402.26	13.58	7.37	-5.08	1.15	277.22	23.95	5.75	247.53	388.68	0	46.5	0	87.67	82.77	2.7	5.2	72900
1978	4	28	315.22	0	2.99	-7.95	-2.48	315.22	0	3.97	558.78	315.22	0	0	0	0	82.77	0	0	72900
1978	5	28	278.52	0	3.31	-9.02	-2.85	278.52	0	3.97	833.33	278.52	0	0	0	0	82.77	0	0	72900
1978	6	28	281.45	18.47	6.46	-6.01	0.23	214.64	0	6.38	1041.59	262.98	0	46.5	0	20.3	82.77	2.7	1.2	72900
1978	7	28	182.3	23.64	7.37	-6.61	0.38	131.83	27.93	7.06	1138.43	158.66	0	45	0	33.39	82.77	2.7	2	72900
1978	8	28	5.51	79.9	13.25	-2.48	5.38	2.09	580.1	14.43	546	0	79.9	46.5	0	457.11	82.77	2.7	27	72900
1978	9	28	0.71	130.02	17.18	1.65	9.41	0.08	525.1	20.99	0	0	130.02	45	0	350.7	82.77	2.7	20.7	72900
1978	10	28	1.56	149.4	20.37	4.6	12.48	0	0	0	0	0	76.6	0	72.8	0	7.73	0	0	72900
1978	11	28	0.44	137.5	20.55	5.07	12.81	0	0	0	0	0	0.44	0	137.06	0	7.73	0	0	72900
1978	12	28	78.77	81.62	14.78	1.25	8.02	13.1	0	13.1	0	0	65.67	0	15.95	0	7.73	0	0	72900
1979	1	28	0.81	74.32	16.31	0.47	8.39	0.15	0	0.15	0	0	0.66	0	73.66	0	7.73	0	0	72900
1979	2	28	75.57	6.4	5.69	-7.65	-0.98	63.16	0	4.8	58.36	69.17	0	0	0	0	20.14	0	0	72900
1979	3	28	140.92	0	3.35	-10.94	-3.79	140.92	0	3.97	195.31	140.92	0	0	0	0	20.14	0	0	72900
1979	4	28	188.02	0	1.08	-11.48	-5.2	188.02	0	3.97	379.36	188.02	0	0	0	0	20.14	0	0	72900
1979	5	28	180.45	0	2.73	-10.88	-4.08	180.45	0	3.97	555.84	180.45	0	0	0	0	20.14	0	0	72900
1979	6	28	187.48	8.25	5.09	-7.99	-1.45	164.69	0	5.05	715.48	179.23	0	0	0	0	42.93	0	0	72900
1979	7	28	12.99	38.68	10.14	-6.34	1.9	7.76	0	9.03	714.21	0	0	0	0	0	48.16	0	0	72900
1979	8	28	23.71	102.21	14.36	-0.59	6.88	6.49	703.35	17.35	0	0	102.21	46.5	0	537.25	82.77	2.7	31.8	72900
1979	9	28	0.08	144.15	18.49	2.34	10.41	0.01	0	0.01	0	0	75.12	0	69.03	0	7.73	0	0	72900
1979	10	28	3.39	150.5	20.35	4.95	12.65	0	0	0	0	0	3.39	0	147.11	0	7.73	0	0	72900
1979	11	28	0.06	125.35	19.25	3.23	11.24	0	0	0	0	0	0.06	0	125.29	0	7.73	0	0	72900
1979	12	28	7.01	111.58	19.67	2.86	11.27	0.27	0	0.27	0	0	6.75	0	104.84	0	7.73	0	0	72900
1980	1	28	43.29	48.18	13	-2.3	5.35	16.41	6.14	10.27	0	0	33.02	0	15.16	0	7.73	0	0	72900
1980	2	28	88.95	11.3	6.71	-5.79	0.46	66.11	19.01	5.45	41.65	77.65	0	0	0	0	49.58	0	0	72900
1980	3	28	128.15	13.34	7.66	-5.78	0.94	88.48	19.66	5.71	104.76	114.81	0	26.13	0	0	82.77	1.5	0	72900
1980	4	28	537.2	2.67	4.26	-7.11	-1.43	501.29	0	4.32	601.74	534.53	0	35.9	0	0	82.77	2.1	0	72900
1980	5	28	287.82	9.23	5.8	-7.04	-0.62	236.26	0	5.17	832.83	278.59	0	42	0	9.55	82.77	2.5	0.6	72900
1980	6	28	143.45	1.18	3.74	-8.76	-2.51	140.7	0	4.12	969.4	142.27	0	2.75	0	0	82.77	0.2	0	72900
1980	7	28	51.4	46.26	10.75	-5.22	2.77	28.07	203.23	10.02	784.22	5.14	0	45	0	181.56	82.77	2.7	10.7	72900
1980	8	28	50.22	55.42	9.99	-3.22	3.38	25.55	364.65	11.22	433.9	0	0	46.5	0	342.82	82.77	2.7	20.3	72900
1980	9	28	1.12	104.27	14.92	0.32	7.62	0.24	416.53	17.62	0	0	104.27	45	0	268.14	82.77	2.7	15.8	72900
1980	10	28	0.84	154	20.73	5.57	13.15	0	0	0	0	0	75.88	0	78.12	0	7.73	0	0	72900
1980	11	28	0.01	135.4	20.28	4.67	12.48	0	0	0	0	0	0.01	0	135.39	0	7.73	0	0	72900
1980	12	28	0.65	93.59	17.49	1.57	9.53	0.08	0	0.08	0	0	0.57	0	93.01	0	7.73	0	0	72900
1981	1	28	11.4	61.38	14.84	-0.92	6.96	3.2	0	3.2	0	0	8.21	0	53.17	0	7.73	0	0	72900
1981	2	28	13.99	23.71	10.3	-4.64	2.83	7.62	0.55	7.07	0	0	0	0	0	0	14.65	0	0	72900
1981	3	28	111.06	16.57	8.9	-5.73	1.58	70.07	33.15	6.14	30.78	94.49	0	6.02	0	0	82.77	0.4	0	72900
1981	4	28	232.5	7.9	5.82	-6.78	-0.48	189.69	0	5	215.47	224.6	0	42.81	0	0	82.77	2.5	0	72900
1981	5	28	57.01	11.23	6.87	-8.41	-0.77	44.44	0	5.44	254.47	45.78	0	12.57	0	0	82.77	0.7	0	72900
1981	6	28	184.49	5.03	4.45	-8	-1.77	170.41	0	4.63	420.26	179.46	0	14.07	0	0	82.77	0.8	0	72900
1981	7	28	48.96	56.73	11.95	-4.3	3.82	23.5	281.14	11.39	151.23	0	56.73	45	0	204.86	82.77	2.7	12.1	72900
1981	8	28	36.2	92.09	13.52	-1.18	6.17	11.52	146.73	16.02	0	0	92.09	46.5	0	32.82	82.77	2.7	1.9	72900
1981	9	28	0	171.8	20.38	4.83	12.61	0	0	0	0	0	75.04	0	96.76	0	7.73	0	0	72900
1981	10	28	0.08	155.6	21.68	5.1	13.39	0	0	0	0	0	0.08	0	155.52	0	7.73	0	0	72900
1981	11	28	0.05	147.3	22.55	6.25	14.4	0	0	0	0	0	0.05	0	147.25	0	7.73	0	0	72900
1981	12	28	0.86	112.07	18.42	3.27	10.85	0.01	0	0.01	0	0	0.85	0	111.22	0	7.73	0	0	72900
1982	1	28	64.59	29.68	9.89	-4.17	2.86	35.24	27.38	7.85	0	34.91	0	0	0	0	64.47	0	0	72900
1982	2	28	165.21	16.57	7.82	-4.67	1.58	108.07	67.33	6.14	34.6	148.64	0	45	0	61.17	82.77	2.7	3.6	72900
1982	3	28	145.48	10.95	7.01	-6.29	0.36	107.09	7.53	5.4	128.76	134.53	0	45.92	0	0	82.77	2.7	0	72900
1982	4	28	324.37	0	2.2	-11.32	-4.56	324.37	0	3.97	449.16	324.37	0	0	0	0	82.77	0	0	72900
1982	5	28	94.52	8.82	6.14	-8.55	-1.21	77.53	0	5.12	521.57	85.7	0	16.98	0	0	82.77	1	0	72900
1982	6	28	321.52	0	3.29	-8.9	-2.81	321.52	0	3.97	839.12	321.52	0	0	0	0	82.77	0	0	72900
1982	7	28	255.36	29.95	8.5	-6.49	1	170.18	0	7.89	1001.42	225.41	0	45	0	40.17	82.77	2.7	2.4	72900
1982	8	28	11.05	93.36	13.98	-1.32	6.33	3.48	681.9	16.19	306.81	0	93.36	46.5	0	549.6	82.77	2.7	32.5	72900
1982	9	28	36.35	110.49	14.5	1.09	7.79	6.53	294.91	18.43	0	0	110.49	45	0	169.23	82.77	2.7	10	72900
1982	10	28	1.89	143.9	18.83	4.59	11.71	0	0	0	0	0	76.93	0	66.97	0	7.73	0	0	72900
1982	11	28	0.78	136.4	20.29	4.99	12.64	0	0	0	0	0	0.78	0	135.62	0	7.73	0	0	72900
1982	12	28	82.91	84.91	14.73	1.65	8.19	11.73	0	11.73	0	0	71.19	0	13.72	0	7.73	0	0	72900
1983	1	28	93.71	40.99	11.31	-2.56	4.38	40.94	31.61	9.33	0	52.72	40.99	0	0	0	51.11	0	0	72900
1983	2	28	311.73	6	5.28	-6.62	-0.67	265.1	0	4.75	260.35	305.73	0	14.97	0	0	82.77	0.9	0	72900
1983	3	28	342.94	2.08	4.31	-8.84	-2.27	321.82	0	4.24	577.93	340.86	0	21.12	0	0	82.77	1.2	0	72900
1983	4	28	298.38	4.5	4.99	-8.1	-1.55	264.42	0	4.56	837.79	293.88	0	33.96	0	0	82.77	2	0	72900
1983	5	28	246.42	1.11	3.78	-7.81	-2.01	240.47	0	4.11	1074.15	245.31	0	5.95	0	0	82.77	0.4	0	72900
1983	6	28	331.5	1.62	3.78	-7.5	-1.86	323.27	0	4.18	1393.24	329.88	0	8.23	0	0	82.77	0.5	0	72900
1983	7	28	125.46	16.87	6.56	-7.7	-0.57	98.54	0	6.17	1485.6	108.59	0	26.92	0	0	82.77	1.6	0	72900
1983	8	28	32.09	72.82	12.7	-3.03	4.83	13.32	520.85	13.5	964.57	0	72.82	46.5	0	420.3	82.77	2.7	24.8	72900
1983	9	28	4.06	119.53	16.07	1.2	8.63	0.63	945.58	19.61	0	0	119.53	45	0	784.48	82.77	2.7	46.4	72900
1983	10	28	0	135.79	18.12	3.37	10.75	0	0	0	0	0	75.04	0	60.75	0	7.73	0	0	72900
1983	11	28	9.65	135.7	19.48	5.55	12.52	0	0	0	0	0	9.65	0	126.05	0	7.73	0	0	72900
1983	12	28	33.07	115.9	18.16	4.33	11.25	0	0	0	0	0	33.07	0	82.83	0	7.73	0	0	72900
1984	1	28	14.84	52.8	12.47	-1.02	5.73	4.97	0	4.97	0	0	9.87	0	42.92	0	7.73	0	0	72900
1984	2	28	363.46	6.52	5.25	-5.87	-0.31	306.26	0	4.82	301.44	356.94	0	0	0	0	64.93	0	0	72900
1984	3	28	376.86	2.36	4.27	-7.41	-1.57	352.02	0	4.28	649.18	374.5	0	7	0	0	82.77	0.4	0	72900
1984	4	28	41.44	10.39	6.67	-6.82	-0.08	31.7	0	5.33	675.56	31.05	0	9.73	0	0	82.77	0.6	0	72900
1984	5	28	100.9	7.06	5.69	-8.99	-1.65	85.85	0	4.89	756.52	93.84	0	15.05	0	0	82.77	0.9	0	72900
1984	6	28	66.53	27.96	7.88	-5.28	1.3	44.39	0	7.63	793.28	38.57	0	22.14	0	0	82.77	1.3	0	72900
1984	7	28	51.44	35.19	9.34	-6.21	1.56	32.12	115.03	8.57	701.8	16.25	0	45	0	89.34	82.77	2.7	5.3	72900
1984	8	28	2.18	136.38	16.67	1.48	9.08	0.29	680.27	21.82	0	0	136.38	46.5	0	499.28	82.77	2.7	29.5	72900
1984	9	28	12.41	137.3	16.75	2.39	9.57	0.96	0	0.96	0	0	86.49	0	50.8	0	7.73	0	0	72900
1984	10	28	7.79	163.8	21.46	7.7	14.58	0	0	0	0	0	7.79	0	156.01	0	7.73	0	0	72900
1984	11	28	2	145.6	21.12	7.13	14.12	0	0	0	0	0	2	0	143.6	0	7.73	0	0	72900
1984	12	28	1.86	120.5	19.27	4.93	12.1	0	0	0	0	0	1.86	0	118.64	0	7.73	0	0	72900
1985	1	28	38.2	27.37	9.21	-4.1	2.56	21.81	14.26	7.55	0	10.83	0	0	0	0	38.38	0	0	72900
1985	2	28	255.18	3.93	4.81	-7.66	-1.43	228.37	0	4.48	223.89	251.25	0	0	0	0	65.19	0	0	72900
1985	3	28	113.5	0	2.69	-11.5	-4.41	113.5	0	3.97	333.42	113.5	0	0	0	0	65.19	0	0	72900
1985	4	28	64.24	1.21	3.98	-9.88	-2.95	62.02	0	4.13	391.31	63.03	0	0	0	0	67.41	0	0	72900
1985	5	28	84.99	5.36	5.3	-9.79	-2.24	74.85	0	4.67	461.49	79.63	0	0	0	0	77.55	0	0	72900
1985	6	28	184.74	1.95	3.95	-9.72	-2.89	178.66	0	4.22	635.93	182.79	0	0.86	0	0	82.77	0.1	0	72900
1985	7	28	9.1	69.44	13.89	-3.69	5.1	3.72	374.85	13.06	251.74	0	69.44	45	0	265.78	82.77	2.7	15.7	72900
1985	8	28	3.75	89.75	13.48	-1.42	6.03	1.24	237.26	15.72	0	0	89.75	46.5	0	103.52	82.77	2.7	6.1	72900
1985	9	28	7.87	167.4	19.58	4.45	12.01	0	0	0	0	0	82.91	0	84.49	0	7.73	0	0	72900
1985	10	28	3.73	163.4	21.61	7.45	14.53	0	0	0	0	0	3.73	0	159.67	0	7.73	0	0	72900
1985	11	28	0	136.3	20.38	4.87	12.62	0	0	0	0	0	0	0	136.3	0	7.73	0	0	72900
1985	12	28	27.03	68.99	13.25	0.39	6.82	6.54	0	6.54	0	0	20.5	0	48.5	0	7.73	0	0	72900
1986	1	28	38.43	46.34	12.11	-2.03	5.04	15.03	5	10.03	0	0	28.4	0	17.94	0	7.73	0	0	72900
1986	2	28	255.99	4.65	5	-7.35	-1.17	224.9	0	4.58	220.32	251.34	0	0	0	0	38.82	0	0	72900
1986	3	28	127.56	6.82	6.02	-7.91	-0.95	104.48	0	4.86	319.94	120.74	0	0	0	0	61.9	0	0	72900
1986	4	28	153.51	19.88	8.47	-4.28	2.1	93.67	0	6.57	407.04	133.63	0	38.97	0	0	82.77	2.3	0	72900
1986	5	28	412.44	4.24	4.58	-7.62	-1.52	375.93	0	4.52	778.45	408.2	0	36.51	0	0	82.77	2.2	0	72900
1986	6	28	228.58	31.29	8.81	-5.7	1.56	144.93	68.69	8.06	846.63	197.29	0	46.5	0	105.84	82.77	2.7	6.3	72900
1986	7	28	48.56	46.68	10.19	-4.5	2.84	26.45	209.11	10.08	653.89	1.88	0	45	0	186.22	82.77	2.7	11	72900
1986	8	28	10.38	97.49	14.22	-1.01	6.61	3.07	640.24	16.73	0	0	97.49	46.5	0	503.55	82.77	2.7	29.8	72900
1986	9	28	0	160.8	18.74	3.54	11.14	0	0	0	0	0	75.04	0	85.76	0	7.73	0	0	72900
1986	10	28	2.23	145.1	19.14	4.61	11.88	0	0	0	0	0	2.23	0	142.87	0	7.73	0	0	72900
1986	11	28	0.18	147.5	22.19	6.69	14.44	0	0	0	0	0	0.18	0	147.32	0	7.73	0	0	72900
1986	12	28	26.7	57.98	13.1	-1.14	5.98	8.7	0	8.7	0	0	18	0	39.97	0	7.73	0	0	72900
1987	1	28	5.12	45.15	12.38	-2.49	4.95	2.06	0	2.06	0	0	3.06	0	42.09	0	7.73	0	0	72900
1987	2	28	32.7	20.77	9.23	-4.65	2.29	19.2	12.52	6.69	0	11.93	0	0	0	0	33.74	0	0	72900
1987	3	28	26.36	8.2	6.31	-7.12	-0.41	20.84	0	5.04	15.8	18.16	0	0	0	0	39.26	0	0	72900
1987	4	28	104.31	0	3.4	-10.25	-3.42	104.31	0	3.97	116.14	104.31	0	0	0	0	39.26	0	0	72900
1987	5	28	132.87	1.28	3.93	-10.06	-3.07	128.79	0	4.13	240.79	131.59	0	0	0	0	43.34	0	0	72900
1987	6	28	142.19	6.87	4.82	-8.04	-1.61	127.6	0	4.87	363.52	135.32	0	0	0	0	57.93	0	0	72900
